,polarity,comment
12262,1,"not:beutiful,and:became,are Im`old,and,song.good,nith,boy.-we cross.back. if are screw is only fans.just. ever fly came .                                                                                                                                 pastchiken boy, out copybecame. Dog    au au      ?day?         ie  ie BABY.HOY BUSCO AO SILLA LADO JUEGOAMOR GOOD OU FRIEND."
12263,1,i love the song
12264,1,I'm still listening this song it's so awesome
12265,0,The fact that i still listen to this song I'm i the only one that listens to this after 11 years
12266,1,I love it this song
12267,0,This is pure nostalgia
12268,1,1 minute silent for those 12 million people who disliked this masterpiece
12269,0,11 Years Ago
12270,0,7.11.2021
12271,0,Fh
12272,0,Hihihi kpop e mais boum
12273,0,"Justin, que mierd@ de tema, saludos Bizza."
12274,1,Best song ever. Saved me from crack addiction.
12275,0,Oooooooo
12276,0,Algum 2021
12277,0,Wowowowowow
12278,0,So old song but it is gold
12279,-1,WHO CAME TO SEE THE NUMBER OF DISLIKES ?
12280,0,I remember this in 2019 and 2010
12281,-1,dude 2.6b views thats crazy
12282,0,Cringe
12283,0,"Omg the backup dancer Demi punched in 2010, (Alex Shorty Welch) is in this music video."
12284,1,Girl voice Lol
12285,0,2021
12286,-1,This sucks
12287,0,Notarn que Drake aparecio ahi? Jejej
12288,0,This is so trash and poorly written
12289,0,Alguien en 2021?
12290,-1,what the fuck is this
12291,1,La cancion es basura pero  nostalgica xd
12292,0,Trash
12293,0,1:14 is that drake !!!!
12294,0,So old
12295,0,Volver a vivir mis entre 14 y 15 aos dios
12296,1,Like si viste este comentario
12297,0,anyone here in november 2021?
12298,-1,Am 25 hahah damn it hahaha..I was hyped everytime i hear this song in school parties hahah was so lit i am almost crying braahh
12299,1,It was a good heat continue to harvest money from youtube
12300,0,2.6 bi vew
12301,0,your gay i thought you was a christian
12302,1,I love this song
12303,0,Hello cukrk  Justin Bieber All star  beatiful music
12304,0,I was here for drake
12305,0,Still my favOurite sOng
12306,0,00
12307,-1,it deserved 12 millin dislikes
12308,0,Morocco
12309,0,Who is here on 2022
12310,-1,this is the most disliked video belive it or not
12311,0,"Recuerdo que este niato prepotente y calenton era el dueo del mundo en 2010Me alegra saber que hoy en da ya maduro, se cas y tiene una hija, bien por el."
12312,0,Hey
12313,0,Is that @Drake 1:14
12314,-1,The fact that this has 12m dislikes
12315,-1,damn the memories
12316,1,Corona makes every old song newLike i love that part so yeah
12317,-1,The guy jb is so selfish He doesn't respect his poor fans........
12318,0,This music has lots of memories with me
12319,1,Top quando tinha 7 anos eu ouvia muito atualmente tenho 16
12320,1,I'M A big fan of Justin from lankybox
12321,1,I LOVE THIS MUSIC
12322,1,Wow
12323,-1,I heard this so many times but didn't realize it had 12m dislikes keep it up lets reach 15m
12324,0,Part 2
12325,0,I made up a dance on fortnite this song
12326,0,2:02 Hello Drake
12327,-1,I don't get why people hate it??????????????????????????I feel good on listening to it
12328,1,"I first heard this song when I was 12, I'm 23 now but still feel as excited as I did when this song was new. Nostalgia"
12329,0,2021 somebody?
12330,0,esto  es kaka mierda mejor dicho* ponte a escuchar buenas bandas QUIERETE REY
12331,-1,WTF BRUH?
12332,1,Here just for the dislike lol
12333,1,I love
12334,1,I was 3 when this came out lol
12335,1,This song I live of off and it makes me so happy
12336,-1,Jajajaja 12 million I don't like it hahaha what a bad wave
12337,-1,Still hate it
12338,0,06/11/21
12339,0,Legend watching November 2021
12340,0,Noviembre 2021
12341,0,How did I just knowis drake was in the video
12342,0,It's 2021
12343,-1,I hate it
12344,0,IDGAF what anyone says this song is iconic.
12345,0,His hair-
12346,0,Why we here know-
12347,1,"I love Justin bieber, but......I'm kinda getting second hand embarrassment watching this music video.."
12348,1,LMAO 2021
12349,0,ching
12350,0,LegendaryGot 400M streams also on Spotify
12351,0,Olha onde o gacha me leva. Msica para memes
12352,0,Can't live without this song.. keep coming back every single night And you?
12353,1,masterpiece i love you justin &lt;3  pls notice me ily baby
12354,1,Better song get 12m unlike why?
12355,-1,I killed someone
12356,-1,hate this
12357,0,"Bieber delete this, this is garbage"
12358,-1,y does it have 12M dislikes?
12359,0,Eita que essa era a que mais tocava nas rdios
12360,0,2021 ?
12361,0,He was king of Music Industry 10 year ago
12362,0,ohhhhhhhhhhh
12363,0,Real legend is Micheal Jackson
12364,-1,Can someone balance the no of likes and dislikes in the video.........
12365,-1,12M dislike?
12366,0,porque diabos tem 12 milhes de deslikes? essa msica  lendria
12367,1,See how many people seeing this masterpiece in 2021 November
12368,0,"This is my youth,  when I was 13, when I had a first crush..."
12369,0,He a legend
12370,0,Legends are watching this now
12371,0,It's November 2021 let's see how many legends are listening to this Masterpiec.....
12372,0,Bro
12373,0,Does anyone else see drake at minute 1 second 15
12374,1,Anh mi nh anh justin bieber
12375,0,Hello Justin bebier
12376,1,Who come in 2022 comment here and support me
12377,-1,"I replaced the Jurassic park Operation Genesis avoidance beacon sounds effects with this so, whenever they get too close to it this song plays and the dinosaurs flee in terror."
12378,1,Shepherd's Chapel Network !!!!!!! Pastor Murray is an Anointed Servant of GOD who teaches the Word of GOD with Authority!!!!!!!
12379,1,I love you song
12380,-1,12 millones de dislikes qu locura
12381,0,2021
12382,1,Wow
12383,-1,"this video give a lot of money for jb, damn"
12384,1,"Lol, that girl should simp for Justin, not Justin"
12385,0,"November, 2021"
12386,-1,ban ger
12387,1,this song is good idc what yall say.
12388,0,Essa musica e d+amooo kkkkkkk
12389,1,12M dislikes  17M likes Who is listening to this masterpiece song
12390,1,Oh my god I'm big fan of you
12391,1,I can't believe that this was 11 years ago I though it was like 3 years ago :
12392,1,I also yong and like that typesong
12393,0,?
12394,0,Who watch in 2025?
12395,0,this was a generation ago-
12396,0,10/10
12397,0,06/11/2021  me too .??
12398,0,Give the tv channel my fevorite song English.
12399,1,The best song
12400,1,I love your song
12401,1,This boy had seen overnight fame and owed the hearts of a billion girls at that time(Lucky man). Aaaa I was 8 years old back then. This song has a vibe to it that brings nostalgia. Time flies by. Love from India
12402,1,Pretty good
12403,0,My childhood went with this song
12404,1,like the comment i trick youRead more...
12405,1,"It's November 2021 , let's see how many legends are listening to this masterpiece"
12406,0,this ratio 19for12 xDDD
12407,1,Love you justin
12408,-1,How come no one mentioned Drake in the video 2:02
12409,-1,this video have 12million dislike why?
12410,-1,I am very shocked that there is a 2 billion views on this video
12411,1,Are bhai Tum dete achcha kar rahe ho humko to kuchh nahin bhai ham to bekar mein hi baithe Hain Tum baby festival
12412,1,Good
12413,0,One of my favourite song
12414,1,I love this song
12415,0,Mallu?
12416,-1,Every 13 year old be like - She'll kill me if I act like this!!
12417,1,Superb
12418,1,Dude 2.6B views.....u see how much people come here every second !! I'm leaving my comment here so that some person likes it and I come here to hear this song again ...#belieber
12419,1,"I remember watching this in my venera phone( i hope i get the name right. But it's basically an old phone like blackberry(back then i think theres either np blacberry or it was just my country). I just see justin beeber like a handsome dude like by girls(im a bit jealous but it was the song in my primary school days). Now that im 20 i feel old haha. The algoritm brought me here, now i think its a good song"
12420,0,Lagu terenak
12421,1,Fun fact: I was born in 2010 and whenever I have to confirm my age I open this
12422,-1,After he is missing saleena the real love......
12423,0,When I was 13 I heard this song
12424,1,I think Rodrick sings better
12425,1,6tH nOvemBeR lEtS sEe hOw mAnY pEoplE iS LisTenInG tO tHiS mAstErPiecE
12426,0,not me just realized that the rapper was ludacris or the tej of f@f franchise
12427,-1,Just remembered I had a crush on this guy a decade ago
12428,0,Tu pe snicku  milulu te taki
12429,0,Gente o Drake
12430,0,November 2021
12431,1,Very very very good
12432,0,Drake was in this video
12433,0,Did anyone else notice Drake at 1:15
12434,0,Pound
12435,0,Spanduk
12436,0,Amerika
12437,-1,Like or dislike
12438,0,Tutup
12439,0,India ??
12440,1,We are gane Ne excited Kar Diya
12441,1,Ka gana song Bahut amazing bahut Achcha hai
12442,0,its actually the most viewed vid ever with 2.6 bilion holy shizenberg
12443,0,Soo gay
12444,0,2021 JB
12445,0,Someone here from 2021
12446,0,"November 6,2021"
12447,0,2021? Noviembre?aburrido?Latino?
12448,0,BOOOOOOOOO
12449,1,"BRUH, 19M likes vs 12M dislikes, lol"
12450,1,I was in love with this song when the first time I heard it since I was 6-7 years old. I didn't know why everyone hating on it.
12451,0,Actually it hitted 2 Billion views so fast
12452,0,"Let's be honest,Justin Bieber owned the world for few days when this song was released"
12453,0,algum BR presente
12454,1,Can we all just take a second to remember drake being featured in his video? Ever wonder where drake got his favor for the popstar music video? Bam baby Justin beiber !
12455,-1,if u feel u r dumb remember there are 12 million people who disliked this song
12456,0,Am I the only one that saw Drake?
12457,1,Love frome Philippines
12458,1,Love From India
12459,0,Nhmo
12460,1,What are drake doing there? Haha
12461,-1,Check Out The Hottest Song In Vegas Right Now  Sugga Shay - No Lie
12462,-1,Baby Baby Baby ooh Girl pushes him away :(
12463,0,Ilove you
12464,1,12M Dislikes... wow
12465,1,Very nice song
12466,0,Yeppp
12467,1,Bro like 19 million And dislike 12 million Bt the song is awesome inwas heard it when I was child just 12 years old and now I like this song too much
12468,0,Who is randomly remeber this song
12469,0,baby baby auuuu
12470,0,20 MILL SOON
12471,-1,I like how it has 12 mill dislikes
12472,0,Yooo
12473,-1,Stop asking who's still here...we never left..
12474,-1,I had no idea that drake was in his music video
12475,1,Beautiful song
12476,-1,It's crazy how many people come back to this everyday.This song is legendary
12477,1,"It's NOVEMBER 2021, let's see how many legends are still listening to this Masterpiece"
12478,-1,It's crazy many people come back to this everyday. This song is legendary. it's so Addictive
12479,0,I'm Iu
12480,0,Old times nostalgy
12481,0,Who is listening this song
12482,0,Luckyyyy grull
12483,0,5 de noviembre a las 2am escuchando este temazo
12484,1,It's unbelievable how the boys at time wanted to have the same hair
12485,0,nostalgia is reversing my memories
12486,0,Wait drake??
12487,0,"Just imagine how many people come back here every day, this song is really legendary."
12488,0,soy de la nueva generacin de fans de Justin y- ayuda es que amo tanto esta cancin y nunca entend por que la odian tanto si es tan bonita &lt;|3
12489,0,"imagine how many people come here every day, this song is really legendary."
12490,1,I love this song it is so good
12491,0,Yaarachum tamilargal irukeengala?
12492,0,This song was made the year I was born
12493,0,LOVELOVE
12494,1,The song and since I created it in 2010 11 years ago
12495,-1,I miss when girls would pass out Justin Bieber photos at school
12496,0,AZRBAYCANNI VAR BURDA LKE ATIN SAYMIZI BLK
12497,0,Hey...guys...gv a swag.. Who is lstning on 2021
12498,-1,Damn cheesyAnd cringey
12499,0,12M
12500,1,"Verse 1 Justin Bieber:You know you love me, I know you careJust shout whenever and I'll be thereYou want my love, you want my heartAnd we will never, ever, ever be apartAre we an item? Girl, quit playin'We're just friends, what are you sayin'? Said there's another, and looked right in my eyesMy first love broke my heart for the first time, and I was likeChorus: Justin Bieber:Baby, baby, baby ohLike baby, baby, baby ohLike baby, baby, baby ohThought you'd always be mine, mine                        Baby, baby, baby ohLike baby, baby, baby ohLike baby, baby, baby ohThought you'd always be mine, mineVerse 2: Justin Bieber:Oh, for you I would have done whateverAnd I just can't believe we ain't togetherAnd I wanna play it cool, but I'm losin' youI'll buy you anything, I'll buy you any ringAnd I'm in pieces, baby, fix meAnd just shake me' til you wake me from this bad dream'I'm goin' down, down, down, downAnd I just can't believe my first love won't be around, and I'm likeChorus: Justin Bieber:Baby, baby, baby ohLike baby, baby, baby ohLike baby, baby, baby ohThought you'd always be mine, mine                        Baby, baby, baby ohLike baby, baby, baby ohLike baby, baby, baby ohThought you'd always be mine, mineVerse 3: Ludacris:When I was 13, I had my first loveThere was nobody that compared to my babyAnd nobody came between us, nor could ever come aboveShe had me goin' crazyOh, I was StarbucksShe made my heart pound, and skip a beat when I see her in the street andAt school on the playground,  but I really wanna see her on the weekendShe knows she's got me dazing, 'cause she was so amazin'And now my heart is breakin',  but I just keep on sayin'Chorus: Justin Bieber:Baby, baby, baby ohLike baby, baby, baby ohLike baby, baby, baby ohThought you'd always be mine, mine                        Baby, baby, baby ohLike baby, baby, baby ohLike baby, baby, baby ohThought you'd always be mine, mineOutro: Justin Bieber:I'm gone, yeah yeah yeahNow I'm all gone, yeah yeah yeahNow I'm all gone, yeah yeah yeahNow I'm all gone, gone, gone, gone, I'm gone"
